,Final_text,label_num
10349,كل م اطول ما اقرا شعر بلقي نص زي ده بخليني اتذكر هاو اي فيل و انا بقرا شعر رابط,0
10350,هذا الي يستحق التكريم يرفع الراس الله يحفضه تركي ال الشيخ مشغول بموسم الرياض لاحد يطلب منه شي خلوه يبسط السياح رابط,0
10351,ابدع الفنانين و امتعونا احب اشكركم جميعا وسم موسم_جده,0
10352,مستخدم وش التحديث حق ذا رجعونا للقديم افضل,1
10353,الله يسعده خالد الفيصل دايم يوجه الجهات باتخاذ المهام اللي هي واجبهم المفروض من دون توجيهات,0
10354,مستخدم الف مبرووك يا ندي يارب دايما في نجاح,0
10355,بطله اكتوبر المراه العراقيه العظيمه رابط,3
10356,وسم انقذوا_بنتي_نورره اتحلف لي في غلاتي وادري اني,2
10357,الفعاليات في وسم موسم_جده ماهي فقط فعاليات ترفيهيه وبس حتي فيها ثقافيك رياضيه و غيرها,0
10358,فخر كبير جدا وانا اشوف وسم موسم_جده وكيف الناس مبسوطه وكانت تتمني مثل كذا من سنيين جا الوقت اللي نراهن فيه العالم باننا قادرين علي كل شي,0
10359,عاجل في ظل تفشي وباء كورونا في ايطاليا اختفاء لوحه فنيه نادره و نفيسه تعود للرسام المشهور فان كوخ من احد المتاحف المشهوره في ايطاليا,3
10360,عليكم بالكفيل اولا لانه يعرف حقيقه عملهم وان لم يعرف فتلك مصيبهاعظم يا مستخدم وياوزاره الصحه مستخدم رابط,4
10361,مستخدم لو سمحت كم تاخذ المخالصه بعد انهاء الخدمات,1
10362,رءيس وسم ارامكو و رءيس وسم نيوم من وسم الشيعه اسال الله ان ينتبه ولاه الامر ولا يقعون بما وقع لغيرنا,2
10363,خلاصه علاقه عروض الشركات مع المستهلك الشفافيه ضايعه والمصداقيه مضروبه والثقه معدومه وسم فايبر_STC_بريال,0
10364,حقيقه البرد في مصر جوه البيوت ابرد من بره تماما,0
10365,اصبحت علي حب الله والوطن والناس واصبحت وانا اتمني الخير لكل الناس وسم صباح_الخير,0
10366,مستخدم يابختي بوجودك في حياتي واللهربنا ما يحرمني منك ولا من حضنك ولا من الصدف الحلوه زيك دي,0
10367,مستخدم وسم صباح_الخير للجميع و وسم الوطن ل وسم السعوديين و وسم السعوديات,0
10368,مستخدم تم تقديم طلب نقل كفاله لعامل فماهي المده بالايام لصلاحيه الطلب,1
10369,مستخدم ونعم والله بهم انا اعرف مدني الله يذكره بالخير رحل كريم اخلاق الله يمتعه بالصحه,2
10370,مستخدم السلام عليكم متي بيكون الدوام بالنسبه لمغاسل الملابس في رمضان اذا سمحتو توضيح وشكرا,1
10371,مستخدم السلام عليكم انا صاحب منشاه بنشاط حلويات سريعه ومشترك في جميع قنوات التوصيل كيف احصل علي تصريح فتح المحل تعجب,1
10372,مستخدم هل يحق للشركه تغيير مسمي وظفيفي مثلا من مدير المملكه الي مدير منطقه او مندوب مع بقاء نفس الدخل,1
10373,وسم هل_تحسنت_سرعه_الانترنت_عندك نعم شركه زين هي الافضل مستخدم,1
10374,واذكر اني قلت لك ترا الصبر مهما يواصل يجي يوم ويغيب كله في علم الغيب,0
10375,انت جاهل في المشاعر والكلام وياك خساره,0
10376,وسم stc_تخدمك_في_بيتك السلام عليكم ورحمه الله وبركاته خطي علي مستخدم وحاب اشوف العروض عندكم وابي اغير خطي وشريحه البيانات ابيها علي مستخدم,2
10377,في تردد وحيره هل ما افعله بهذا الحساب صاءب تعجب,0
10378,مستخدم الدعم مانزل لي ابي اعرف ليش متي بينزل لي انا مستفيد جديد لديكم,1
10379,انا نفسي اشتغل لغايه ما اكبر ويبقي عندي ورق مهم في الخزنه يوديني في ستين داهيه,0
10380,مستخدم الانترنت بطيء جدا وصار لي ثلاث ايام اتواصل معاكم عن طريق ومحد يرد علما بان اللي عندي فايبر ١٠٠ واللي احصله ١٨ بس,0
10381,اتمني مستخدم تشوفو لنا حل مع مستخدم الشهر لا اغراضنا وصلتولا فلوسنا رجعت,1
10382,الليله احتاجك اكثر من اللي تقاسمك السرير والوساده كل ليله,0
10383,وسم المسافه_ما_تفرقنا وسم خذ_بالك في موضوع وسم كورونا_الجديد اقول وبكل مصداقيه اننا نحتاج الكثير من المصداقيه فيه,0
10384,اوه مره اشوف الشعب وضعه كذا زعلانين من جد وسم حساب_المواطن,0
10385,والله تقول وزيره الدفاع اللبنانيه حقنا يعرف يسوي مثل ذلك رابط,0
10386,لا حقيقي لو جا امينم اقسم بالله لا اروح مشي علي راسي ولو مارحت بنتحر,0
10387,مستخدم السلام عليكم ارغب بتغير رقم جوال المستاجر عند اعاده ابرام العقد فكيف يتم ذلك,1
10388,مستخدم ياخي طالبه منكم حجم كبير يجيني البطاطس نصه فاضي ليه ابغي افهم,1
10389,مستخدم لايوجد بيننا عقد الكتروني وفرض وايت مويه شهريا علي المستاجر هل يحق له مطالبتي بدفع قيمه وايت شهريا غير قيمه الايجار,1
10390,مستخدم السلام عليكم كم رسوم تجديد استماره نقل صغير خاص,1
10391,مستخدم مستخدم مستخدم مستخدم مستخدم مستخدم مستخدم متي الاعلان عن باقي الحفلات بو فواز استفهام,1
10392,من وجهه نظري موسم جده مميزه بكل الصفات حتي مهرجان جده للتسوق اهتموا ليكون الافضل و هذا ماحصل وسم مهرجان_موسم_جده_للتسوق,0
10393,مستخدم السلام عليكم انا من مستفيدين الدعم هل الزوجه تقدر تقدم وتستفيد بعد ام لا استفهام تعجب,1
10394,اوكي تاكدت يعني سوبر شو دام كيونا ماراح يشارك فيه,0
10395,بنهار من كثر ما النت مال يعلق كل شوي ولله,0
10396,مستخدم لازال التجاهل بلخاص وفي العالم مشكلتي شحنت سوا من تطبيقكم المخيس وتم سحب المبلغ ولم يشحن رصيدي نرجو التواصل برساءل,0
10397,تذكره لحفله كاظم الساهر الرياض مقعد واحد بنفس السعر وسم كاظم_الساهر وسم كاظم_الساهر_في_الرياض وسم الرياض_الان وسم موسم_الرياض وسم حفلات وسم تذاكر وسم كاظم,0
10398,مستخدم خمس ايام فعلت باقه عندكم قيقا استعمالي مره خفيف وضعيفه مره الحين ياليت تعطونن رقم الشكاوء وسم,0
10399,داءما هناك صعوبه في اعاده ترتيب احدهم بصدرك بعد موقف,0
10400,في عيني وين ما ترحل اشوفك واسلي خاطري واتخيل وصوفك,0
10401, الحياه قصيره اكسر القوانين سامح بسرعه اضحك بلا قيود ولا تندم علي شيء جعلك تبتسم في يوم ما,0
10402,مستخدم السلام عليكم ورحمه الله وبركاته الي الان ما احد بلغني مشان الطلب وعشان كدا رح ارجو من وزاره التجاره مستخدم تدخل,2
10403,عن انس بن مالك رضي الله عنه ان اهل مكه سالوا رسول الله صلي الله عليه وسلم ان يريهم ايه فاراهم القمر شقتين حتي راوا حراء بينهما وسم وسم,3
10404,السءال هنا متي النت يصير ابن حلال بالسعوديه تعجب وسم فايبر_STC_بريال,1
10405,عن انس بن مالك رضي الله عنه ان اهل مكه سالوا رسول الله صلي الله عليه وسلم ان يريهم ايه فاراهم القمر شقتين حتي راوا حراء بينهما وسم وسم,3
10406,مستخدم السلام عليكم فضلا وليس امر امل الرد علي رساءلي وجزاكم الله خير انا معلق,2
10407,وسم الكويت تعلن عن تسجيل اصابه جديده بفيروس وسم كورونا خلال ال ساعه الماضيه واجمالي الحالات المسجله,3
10408,وش بقي ضاعت سنيني يا بعد قلبي و عيني,0
10409,يالهووي وانا الان راجعه من كاوست عديت من محل تسجيلات فنيه محد بلغهم احنا باي قرن تعجب تعجب تعجب,0
10410,مستخدم السلام عليكملما ابي اطلب من موقعكم يقلي لايمكن الشحن لهذه المنطقه ليش رغم انه موقعي الداءري الجنوبي في الرياض,1
10411,مستخدم في امان الله ربي يشفيه شفاء لا يغادر سقما يارب العالمين اللهم امين,2
10412,اختي لسه واصله مصر امبارح وبدل مابقا في البيت اتنين قرود بقو ٣,0
10413,كنت قولت لما اكمل من ناس معرفهمش اني هعمل ل ناس اعرفهم من عموما ويعتبر اغلب ل عندي من كل كليات مصر,0
10414,انشاء مراحعه لماده التفسير للصف الثاني المتوسط معلمه الماده حنان العتيبي مستخدم مستخدم مستخدم مستخدم,3
10415,مستخدم السلام عليكم ورحمه الله وبركاته انا ضيعت كلمه المرور وابي استرجعها بس الموقع معلق,1
10416,انا ايش خلاني اشارك هذي الاشكال نفس القبيله رابط,0
10417,مهره في مرابط خيلها ما تسام عاصيه ما عسفها غير خيالها,0
10418,مالك نهايه فيني كل يوم ارجع ابتديك,0
10419,مكه المكرمه المدينه المنوره حايل الرياض و الجبيل و لا تهون باقي المدن وسم اي_مدينه_سعوديه_تحبها,0
10420,اطالب وزاره التجاره تتخذ اللازم تجاه متجر ايكيا و مسءولينه و ذلك لتاخير طلبات العملاء مستخدم مستخدم,2
10421,يقدر الله لك شخص قلبه جزء من النور لا يدعك تسير في الظلمه الا وهو بجانبك,0
10422,ربنا يرحمو ويجعل مثواه الجنه يارب ويصبرك ويجمعكم في الجنه بعد عمر طوييل يارب,2
10423,وبسءل وقلبي بيحلم يوم يرتاح من جراحهليالينا اللي كانو بينا زمان راجعين ولا راحوظظ,0
10424,جن الهوا ورماني طيرني انا وياه قلبك بعدو بيهواني وقلبي بعدو بيهواك رابط,0
10425,عن انس بن مالك رضي الله عنه ان رسول الله صلي الله عليه وسلم قال اللهم اني اعوذ بك من البرص والجنون والجذام وسيء الاسقام وسم فيروس_كورونا,3
10426,اتفق معك استاذ موسي ماشاءالله الاخوان ابراهيم العنقري وجلال متميزين ويملكون الاضافه رابط,0
10427,مستخدم السلام عليكم انا من المتضررين من مشروع نبض قيران ايش الحلول وشكرا,1
10428, يقدم علي وظيفه في المقابله لما تريد العمل في خدمه العملاء في الواقع انا جيد جدا في الاعتذار عن اشياء ليست خطاي,0
10429,مستخدم روح ي بنتي ربنا يكتر من جينات تافهتك,0
10430,تعديل الدستور يو هي الاجواء لقيام ثوره جديده رابط,3
10431,مستخدم عسي ان يكون بدايه شهر شباط خير علي الشعب العراقي,2
10432,وسم موسم_جده كل الي راحو لجده مبسوطين من الفعاليات الموجوده لانه الكل لقي الفعاليه الي يبيها سواء ثقافيه او رياضيه او عروض حيه,0
10433,انساك لا والله ماهوب معقول خل العتب واللوم ليه انتحاسب وانسي الزعل واشر علي قلبي وقول انا المناسب في المكان المناسب,0
10434,مشكلتنا تموت فيني وانت لي روحي وعيني انت قلبك في ايديني وانا اهديتك سنيني,0
10435,وسم موسم_جده تفرد كثيرا وغير معني الترفيه التقليدي صراحه جده هذه السنه غيرر,0
10436,اللي واضح لي انها تبي تروح الحفله و هي مفصخه رابط,0
10437,يكفي جدا ان يحبك شخص الي الحد الذي يجعله لا يستطيع ان ينام وانت ليس علي ما يرام,0
10438,مستخدم في عملاء برات السجون وبمراكز وهني كتير ناشطين للسوريين والايرانيين رابط,0
10439,لاحظت ان جراءم القتل التي حدثت في مصر عام م لها ثلاثه اسباب واضحه غياب الدين وضياع الترابط الاسري وانعدام الامن,3
10440,قال اسحاق بن احمد رايت رجلا بطريق مكه معه جاريه وقد شد عينيها سالته قال اخاف عليها عينيها لا عيون الناس,0
10441,حسبي الله عليه المشكله عندنا ماخلوا شي الا باعوه,0
10442,اجيه في خاطري علم واروح ما قلته ابن جدلان وسم احبك_والقمر_يشهد,0
10443,مستخدم الي عنده مطعم ينفع يكون التوصيل من نفس عمال المطعم استفهام ولا لازم يشترك مع تطبيقات التوصيل استفهام,1
10444,مستخدم السلام عليكم هل المخالفه تتدبل اذا ماسددتها خلال شهر,1
10445,مستخدم السلام ما الطريق لنقل الوالد والوالده في اقامه الابن جزاك الله خير,1
10446,مستخدم سلامات عسي المانع خير نزل الراتب ولاشفنا الدعم العقاري خابره بينزل قبل الراتب باسبوع علي كلام ماجد الحقيل تعجب تعجب تعجب,0
10447,مستخدم مستخدم صدقني انت اللي عليز يحكي هيحكي حتي لو لحيوانه الاليف بس في ناس مبتعرفش حتي تفضفض,0
10448,مصر مش محتاجه يا حمد اللي محتاجه هي موزه ولو عايز تعرف محتاجه ايه تعال وانا اقولك وسم قطر_كومباوند_عالخليج,0
10449,الرءيس الايراني معدلات تفشي فيروس كورونا في البلاد تراجعت وسم ايران وسم فيروس_كورونا,3
10450,ممكن الفلوس الي طلعت من موسم جده تسولنا بيها مثلا اكبر ملاهي مغطاه في المملكه مستخدم,4
10451,مستخدم نبي زي كذا طال عمرك ترفيه وتشاليح وسطحات رابط,2
10452,مستخدم متوفر عقد القران عن بعد في منطقه الرياض استفهام,1
10453,مستخدم السلام عليكم عندي طفله بعمر سنتين تحتاج تطعيم حق سنتين هل اتوجه لقرب مركز او انتظر,1
10454,مستخدم هلا فعلا سيتوقف دعم البناء الذاتي نهايه شهر مارس الحالي,1
10455,انا هطلع من الحجر ده خسران عيني وبطاريه موبايلي,0
10456,مستخدم وكانه تم تطوير فيروس كورونا لاستخدامه في الحروب البيولوجيه و كانت ستتم تجربته علي مسلمي الايغور,0
10457,تسجنون مريم حسين شهر وابعاد من البلاد عشان رقصت في حفله وترسلون ناس تصورها حب شهره علي ظهر هالمسكينه خافوا ربكم امحق قضيه,0
10458,قررت ابدا رياضه واقابل صديقاتي وانام عند قريباتي,0
10459,الاهلي يحصل علي بطاقتي رمضان صبحي وجيرالدو وكذلك بطاقه صالح جمعه ليحق للنادي قيدهم في قاءمه الفريق,3
10460,كان يلي وزعو معهم الرابرز لاين ولا ذول ناس غير,0
10461,بابا و عبودي قاعدين يتناقشون معايا بشكل عاطفي جدا علشان قلت لهم الثلاث اسابيع ذي انا بروح كاوست وكلهم سبحان الله ما يبغوني ابعد عنهم,0
10462,ابتكرت طريقه لتمارين العود لو يدري عنها الموسيقيين شكروا ازمه كورونا او لعنوها,0
10463,لكي ترتاح في حياتك تعلم ان تختصر في كل شيء الكلام المشاعر والناس احيانا,4
10464,وسم معاا_لددعم_جمعيه_كحلا اذا كان كل شيء في هذا العال,0
10465,وسم نيوم يارب تجعل التركي و البوسني والسويسري والاذربيجاني والقرقرغيستاني يشوفون نيوم حقتنا و يدورون عروض سياحه فيها هم وعوايلهم,2
10466,اعوذ بالله من ان اكون في نفسي عظيما وعند الله صغيرا,2
10467,رغم كل القرف الي عايشين فيه بس انا بحب البلد دي و هفضل احبها و اعشق ترابها دي وسم مصر يا جماعه,0
10468,قريبا زياره مرتقبه في مصر من قبل الرءيس الجمهوريه العراقيه برهم صالح مع وفود,3
10469,لا يخفي احد العمل المبذول في فعاليات وسم موسم_جده سواء من التنظيم ولا اختيار الفعاليات ولا مواقعها ولا طرق المواصلات لها,0
10470,مستخدم السلام عليكم وش احسن فايبر وهل اذا طلبته يجون يسوونه لي ذا الايام ولا لا استفهام,1
10471,مستخدم مستخدم وسم تصنيف_دايم_للتخصصات_الصحيه نطالب بتصنيف داءم ليتسني لنا التقديم علي الوظاءف الحكوميه,2
10472,مستخدم السلام عليكم هل استخراج بطاقه فيزا من عندكم يستلزم وجود حساب او عادي بدون حساب استفهام تعجب,1
10473,يقولون فايروس كورونا الجديد سببه الدخان القديم الحمد لله منعوه وسم الدخان_الجديد_مغشوش,0
10474,لو انت نباتي في السودان ممكن توريني يومك ماشي كيف بتاكل وين والحاصل انا مفكر اجرب,1
10475,حافظ علي من يجعلك تغفو مبتسما وتفيق مبتسما,4
10476,صحيح المفترض انك ادير الخير و تنساه بس والله توجع لما ينسو خيرك كله ويقعدوا يلقطوا في العيدان,0
10477,تزوج خديجه وعمره سنه وابتعثه الله رسولا بان اتاه جبريل وهو بغار حراء وكان عمره سنه واقام بعدها في مكه سنه قبل الهجره وسم نشر_سيرته,3
10478,مستخدم لو فتحت منشاه جديد وانا متفرغ كم يحسب قيمه كرت العمل هل معافي من المقابل المالي وهل في نشاط معين,1
10479,دايما بتعب في اوقات ما المفروض اتعب فيها,0
10480,كل البيض معترضين علي قدومها وانت تطبل لها لانها خاله مثلك ياخي ليش تعاندهم وتطبل لها,0
10481,مستخدم مستخدم مستخدم يا ساتر ارجع من برا الاقي كل دا حصل,0
10482,مستخدم خصوصا اننا ننعم بدوله كريمه سهلت جميع العقبات للمواطن وغير المواطن وخصوصا وقت الازمات,0
10483,مستخدم السلام عليكم استفسار هل مراكز الحولات تعمل الان او لا ومتي تبدا دوامتهم في منطقه حاءل,1
10484,والله ياموسم الرياض موولع ززحمه في معرض الصقور وحضور كبير بحفله وهذا توهم باديين شكرا مستخدم,0
10485,مستخدم اهلا اقدر اشوف كم متبقي من النت من خلال التطبيق,1
10486,مازال التقديم مستمر علي وظاءف قوات الامن الخاصه رابط,3
10487,مستخدم هل يوجد مءشر لاسعار السلع الاستهلاكيه في المملكه استفهام,1
10488,مستخدم السلام عليكم ورحمه الله وبركاته اخوي انا استلم ضمان ونقص علي حساب المواطن هل هذا بسبب الضمان او لا استفهام ارجو الرد ضروري,1
10489,مستخدم هل راح يتم تمديد موسم جده ولا خلاص يوليو اخر يوم استفهام,1
10490,علي فكره ترا نحس لما نصير مو مهمين ونفهم لما يكون فيه غيرنا وعارفين لكن نحب نعطي فرصه قبل نكره,0
10491,مستخدم لامتوفي الله يرحمه ويغفرله ي رب,3
10492,جاء تصريح بان الدخان الجديد مغشوش تعجب ليه ماينسحب من الاسواق استفهام مستخدم مستخدم مستخدم مستخدم,1
10493,لم يعد في قلبي مكان لرصاصه جديده قد فاض بالخيبات تعجب,0
10494,عزيزي الخدمي الي طالبت بضم الغامدي للمنتخب انت وينك الحين استفهام امش معاي اعزمك علي معصوب جده وافتح لي قلبك وقول لي وش كنت تحس فيه استفهام,1
10495,مستخدم السلام عليكم هل يحق لمن عنده مزرعه بقرار زراعي و شاهده تسجيل موقع زراعي استخراج تصريح للتنقل للمزرعه,1
10496,في فرق بين الانسان الناضج اللي يتحمل مسءوليه نفسه وبين اللي يمثل انه انسان ناضج ومحمل غيره مسءولياته,0
10497,مستخدم هل يشترط تحويل الراتب للبنك الثاني لوجود مستحقات ماليه للبنك الاول وانا عندي استحقاق من سكني,1
10498,وكذلك اوحينا اليك قرانا عربيا لتنذر ام القري ومن حولها وتنذر يوم الجمع لا ريب فيه فريق في الجنه وفريق في السعير ٧ سوره الشوري وسم,5
10499,نتمني تغير اسم حساب المواطن الي اهانه المواطن ذل المواطن قهر المواطن وسم حساب_المواطن,0
10500,مستخدم بوركت الجهود وسم وزاره_التعليم وسم تعليم_جازان وسم مكتب_التعليم_بابوعريش وسم فيروس_كورنا,0
10501,فرحك فرحنا يا ماجد واضحك الصوره تطلع حلوه هديه الصور الفوتغرافيه عليا وسم فرح_ماجد وسم موسم_جده,0
10502,مستخدم مستخدم كيف يتم الحصول علي المدونه القضاءيه النسخه الورقيه حيث اصبحت غير متاحه في المتجر يرجي الافاده وشكرا,1
10503,ثلاثه اشياء تحتاجها في حياتك كي تنجح الثقه في نفسك والاصرار علي التنفيذ والتفاءل كل يوم واذا كان عندك واسطه تجاهل جميع ما سبق,4
10504,اللهم بلغ كل من انتظر خيرا وفرجا وفرحا وشفاء ونجاح,2
10505,اللينك الخاص ببيع التذاكر احجزوا تذاكركم الان رابط,3
10506,لا مش هتفاجء اني دونا عن الدفعه كلها انا اللي الاكونت ميتفتحش يعني,0
10507,اللهم انت ربي لا اله الا انت اسالك باسماءك ان تتولي امري وتشرح صدري وتيسر امري وتهون وتفرج كربتي وهمي انك القادر علي كل شي,2
10508,في ليبيا الحديثه اسهل من انك تدير نشاط تجاري وتلحق اسمه بمصطلح البريطانيه او الكنديه او الامريكيه مافي,0
10509,يا حظ اللي يسهرون مع شخصهم,5
10510,مستخدم طبيعي استغلالكم للازمه و رفع اسعار التوصيلشي مستفز,0
10511,تشوف الناس يتكلموا عن موسم جده و الي بيجي موسم جده و الي يمدح موسم جده و انت ببيتك في جده,0
10512,سءال في غايه الاهميه هو في ليميت للداونلود علي نيتفلكس تعجب,1
10513,و طبعا قلبي ما يتعلق الا بناس ملاعين والدين,0
10514,في الجنه يا شهيد ياللي مفيش زيك انسان,0
10515,والله انك فارق بالقلب جدا حاجه مالي بها قدره ومنه لو اصد من الطواري واتعدا فيك شي مايصد القلب عنه,0
10516,طبعه الفارق يخلي الجو رايق ومن تصبح في عيونه فك ريق وسم دفتر_محمد_ال_بريك,0
10517,ده انت اللي كوني معنا دي حراره الجو٤٥ درجه,0
10518,مستخدم السلام عليكم قدمت تصريح تنقل اثناء الحظر اكثر من مره ويرفض بسبب اانتهت فتره التقديم ولايوجد وسيله اتصال معكم وتضررنا كثير في ذلك,0
10519,ما هوب لازم من يضرك تضره العفو عند المقدره طبع الاخيار,0
10520,وسم حساب_المواطن اشوف العالم نزلهم انا مانزلي وش السالفه,1
10521,يبدو ان امي حملتني في بطنها وكنت بداخل احشاءها اسبح في القهوه لا اعلم سر عشقي لها سوي انها تعرف لمزاجي جيدا,0
10522,مستخدم ادري والله الله يشفيهم من المرض ويعافيهم يا رب,0
10523,من المءسف والعار عندما تكون غالبيه الشعوب مءيده لاي قرار تقف ضده جامعه الدول العربيه ورءساء وملوك وامراء الدول وسم قيس_سعيد وسم نبع_السلام,0
10524,مستخدم السلام عليكم هل يشترط وجود رخصه قياده عمومي لكي اقوم باضافه مركبه جديده في بوابه النقل البري,1
10525,مستخدم ماجاني رد مين الجهات المختصه الي اتقدم بشكوي لها,1
10526,لا حول ولا قوه الا بالله العلي العظيم رابط,5
10527,مستخدم تم ارسال استفسار علي الخاص و انتظر الرد تعجب تعجب,2
10528,مستخدم بطاقه فيزا كم المبلغ النقدي الي اقدر اسحب خلال الفتره,1
10529,النوم هو الحل الوحيد الذي نستطيع من خلااله الهروب من الواقع المءلم تعجب,0
10530,مستخدم السلام عليكم انا كنت مستاجر بعقد سنه وانتهت السنه وطلعت لكن كيف اتاكد بان العقد انتهي وماعلي اي شي,1
10531,اللي يحب ايامه تحبه لذلك ما انتظرت الشروق صنعته بنفسي,5
10532,خذني من عيون العباد وخبني في قلبك اذا كان في قلبك مكان حتي ولو مالك شهور تحبني انا احس انك حبيبي من زمان,0
10533,مستخدم انا الان موجود في مطار الملك سعود بانتظار المدير التنفيذي يداوم عشان ارفع طلي تعويض المكتب فاضي والكل بانتظاره,0
10534,تزوج خديجه وعمره سنه وابتعثه الله رسولا بان اتاه جبريل وهو بغار حراء وكان عمره سنه واقام بعدها في مكه سنه قبل الهجره وسم نشر_سيرته,3
10535,مستخدم يعطيكم العافيه او تقديم شكوي علي شركه ساكو حيث لم يتم توصيل طلبي ولم يتم اعاده الاموال,2
10536,كلما زاد حبك لشخص زاد غباءك في التعامل معه,0
10537,مستخدم زوجتي في حاله انهيار وانني احمل كل مسءول لم يلتفت لشكواي الامر امام الله سبحانه وتعالي اذا اصابها مكروه,0
10538,ابي من يمسح دموعي اذا ضاقت بي الاسباب,0
10539,وسم هييه_الترفيه_تمتهن_الابداع بصراحه فعالياتهم قي وسم موسم_جده كلام كبير,0
10540,ترعبني فكره بان هذا المكان ليس مكاني ان تمضي ايامي و انا في المكان الخاطء,0
10541,فوز تروق يله نخرب مزاجها انا بدخل الجنه والله العالم ع صبري والتحمل اللي فيني,0
10542,مستخدم متواجد الان في فرع الرياض طريق البطحاء ولم يتم خدمتي بحجه النظام عطلان هل هذا صحيح,1
10543,مستخدم ممكن سوال فيه قسم لتعليم واصدار الرخص للنسا في مدرسه دله لتعليم القياده فالرياض,1
10544,مستخدم احب اشكر تعامل موظفات فرع بريده انجاز وسرعه عمل خصوصا الموظفه نوف,0
10545,مستخدم السلام عليكم قرار الدوام في رمضان للقطاع الخاص هل يعني تم السماح للعوده بالعمل للجميع ام يشترط الحصول علي استثناء وشكرا,1
10546,مستخدم السلام عليكم تقدمنا بطلب تصريح تنقل برقم التصريح,3
10547,انا نفسيتي مش تحت الصفر ولا حاجه دي اتعدمت خلاص,0
10548,هناك شخص عندما تفارقه يصبح القلب غير قابل للحب مره اخري وسم فايبر_STC_بريال,0
10549,حتي بدون كورونا العالم اصبح موبوء وفي اعتزال البشر سلامه,0
10550,مستخدم صدر لي تصريح تنقل خلال فتره الحظر ولكن بشكل خاطء في البيانات كيف اقدر اعدل التصريح استفهام,1
10551,مستخدم تجاوزت الاشاره الصفراء وصورني ساهر هل يعتبر مخالفه تجاوز الاشاره الصفراء استفهام,1
10552,الحين خلوه يوصل لنا بالاول بعدين سوو عروض وسم فايبر_STC_بريال,4
10553,مشكلتنا وسم كسودانين كل وسم زول شايف التاني وسم وهمي دي وسم يحلوها كيف,0
10554,كذا اتخيلها سعوديين مستخدم تقدر عليها ان شاء لله رابط,0
10555,وسم موسم_جده زي الاخت الصغيره اللي تتزوج قبل الكبيره وسم موسم_الرياض,0
10556,وسم نيوم متحمس ازورها اذا اكتملت بتكون شي خيالي يازين التطور,0
10557,مستخدم في ذمتي انه قليل بحقك يبوسعد,0
10558,مستخدم السلام عليكم اذا شخص صدم وحط ورقه تواصل علي سياره المصدوم وراح هل توثيق الحادث في مركز المرور بقع علي الصادم عقوبات ام لا,1
10559,الفرق بين كورونا السابق ميرسوكورونا الحالي كوفيد ١٩ رابط,3
10560,مستخدم عدلو التطبيق لو سمحتو لاني اسجل السجل ولا يقبل لان الرقم عربي,2
10561,الكلام دي تقوله للست الوالده كانت نامت عليك وفطست كان احسن للبشريه ارقد يا ابن الكءيبه يا منافق يابن السمسار,0
10562,تلفت الانتباه كسطر مظلل في نص طويل تعجب,0
10563,اللهم اني استودعتك امي في ليلها ونهارها ونومها وصحوتها يارب احفظها من كل شر,2
10564,مستخدم سلام عليكم انا ساكن مع اخوي في شقه ايجار ولكن عقد الايجار ب اسم اخوي كيف ممكن ان اتم اثبات السكن استفهام,1
10565,مستخدم فتحت سجل تجاري جديد رقمه ولم يتم اضافته في مكتب العمل,0
10566,الفصل اقل عقوبه يستحقها العامل بالنسبه للاربعه اللي معاه باذن الله ينالون جزاءهم,0
10567,وبعدين هما بيعملوا ايه في الحاجات دي بيحسوا بايه,1
10568,مستخدم صدق بس اضغط عالتايملاين ويطلع من التطبيق,0
10569,دخل نبينا مكه فاتحا بعد محاربه اهلها واضطروه للهجره منها وكان عند دخولها مطرقا راسه مظهرا تواضعه لربه وسم نشر_سيرته وسم,3
10570,مستخدم مستخدم ياعم موسي والله انا بعمل كل ده عشان خاطر وليد بس مش اكتر,0
10571,قالها خالد الفيصل ان حكينا ندمنا وان سكتنا قهر,0
10572,اعصمني يا الله عن سفاهه القول واهتزاز الفكر و فراغ العاطفه و قله الحيله اكرمني يا الله باتزان العقل و اكتفاء الذات وسم فايبر_STC_بريال,2
10573,صباح الخير معكم الشخص اللي يداوم ومناعته ضد كورونا ماشاء الله,0
10574,وسم خربشات افلاس شركات بسبب الازمه بدا وبشكل متسارع وسم كورونا وسم فيروس_كورونا وسم كورونا_الجديد وسم خليك_بالبيت وسم خليك_بالدار وسم الاردن وسم كورونا_الاردن,3
10575,مستخدم محلات المعسل فيه قرار لها تفتح او لا استفهام,1
10576,تقريبا انا و خمسه ف مصر اللي عيد ميلادنا مش النهارده,0
10577,مستخدم من المسءول عن خساءر المستثمرين في الراجحي الماليه تعجب تعجب مستخدم التطبيق عطلان طول اليوم والمستثمرين تكبدو خساءر فادحه,1
10578,اللهم اغفر لمن لم ياتي مثلهم ابد ولن يعوض مكانهم احد اللهم ارحم احباب لنا واجمعنا بهم في جناتك وسم سناب_شرورره,2
10579,هذا المخلوق ينتمي الي المجتمع الشيطاني ما في منه اي خير رابط,0
10580,راس مالي عزه النفس ي مال الغناه وعاد في قلبي قناعه و وجهي يستحي,0
10581,مستخدم استفسار عن دعم ترميم البيت كيف طريقه تقديم,1
10582,اشرف و موسم جده مايختلفوا عن بعض بس الفرق موسم جده فعلا جابوهم مو بس استغلال وسم,0
10583,مستخدم ونحن نحبك عزيزتي انت ايضا من الاشياء السعيده التي يحبها قلبي,0
10584,فالكم النامووس باذن الله الله ينصركم بحق السميع العليم رابط,2
